district,chamber,indicator,value,topic,type,format,pad,id
State House District 1,House,Low-income population,12274,Income,table,",",001,620L500US09001
State House District 2,House,Low-income population,3614,Income,table,",",002,620L500US09002
State House District 3,House,Low-income population,13912,Income,table,",",003,620L500US09003
State House District 4,House,Low-income population,12945,Income,table,",",004,620L500US09004
State House District 5,House,Low-income population,8648,Income,table,",",005,620L500US09005
State House District 6,House,Low-income population,11307,Income,table,",",006,620L500US09006
State House District 7,House,Low-income population,10965,Income,table,",",007,620L500US09007
State House District 8,House,Low-income population,3062,Income,table,",",008,620L500US09008
State House District 9,House,Low-income population,6988,Income,table,",",009,620L500US09009
State House District 10,House,Low-income population,8138,Income,table,",",010,620L500US09010
State House District 11,House,Low-income population,7575,Income,table,",",011,620L500US09011
State House District 12,House,Low-income population,5616,Income,table,",",012,620L500US09012
State House District 13,House,Low-income population,5438,Income,table,",",013,620L500US09013
State House District 14,House,Low-income population,2278,Income,table,",",014,620L500US09014
State House District 15,House,Low-income population,3661,Income,table,",",015,620L500US09015
State House District 16,House,Low-income population,2229,Income,table,",",016,620L500US09016
State House District 17,House,Low-income population,1560,Income,table,",",017,620L500US09017
State House District 18,House,Low-income population,3448,Income,table,",",018,620L500US09018
State House District 19,House,Low-income population,2316,Income,table,",",019,620L500US09019
State House District 20,House,Low-income population,5335,Income,table,",",020,620L500US09020
State House District 21,House,Low-income population,3122,Income,table,",",021,620L500US09021
State House District 22,House,Low-income population,6066,Income,table,",",022,620L500US09022
State House District 23,House,Low-income population,3996,Income,table,",",023,620L500US09023
State House District 24,House,Low-income population,7908,Income,table,",",024,620L500US09024
State House District 25,House,Low-income population,14705,Income,table,",",025,620L500US09025
State House District 26,House,Low-income population,7150,Income,table,",",026,620L500US09026
State House District 27,House,Low-income population,3691,Income,table,",",027,620L500US09027
State House District 28,House,Low-income population,3364,Income,table,",",028,620L500US09028
State House District 29,House,Low-income population,3361,Income,table,",",029,620L500US09029
State House District 30,House,Low-income population,2894,Income,table,",",030,620L500US09030
State House District 31,House,Low-income population,1989,Income,table,",",031,620L500US09031
State House District 32,House,Low-income population,3081,Income,table,",",032,620L500US09032
State House District 33,House,Low-income population,4255,Income,table,",",033,620L500US09033
State House District 34,House,Low-income population,3293,Income,table,",",034,620L500US09034
State House District 35,House,Low-income population,4067,Income,table,",",035,620L500US09035
State House District 36,House,Low-income population,3203,Income,table,",",036,620L500US09036
State House District 37,House,Low-income population,2206,Income,table,",",037,620L500US09037
State House District 38,House,Low-income population,4032,Income,table,",",038,620L500US09038
State House District 39,House,Low-income population,10616,Income,table,",",039,620L500US09039
State House District 40,House,Low-income population,4180,Income,table,",",040,620L500US09040
State House District 41,House,Low-income population,5843,Income,table,",",041,620L500US09041
State House District 42,House,Low-income population,3856,Income,table,",",042,620L500US09042
State House District 43,House,Low-income population,4176,Income,table,",",043,620L500US09043
State House District 44,House,Low-income population,6091,Income,table,",",044,620L500US09044
State House District 45,House,Low-income population,5727,Income,table,",",045,620L500US09045
State House District 46,House,Low-income population,8889,Income,table,",",046,620L500US09046
State House District 47,House,Low-income population,4201,Income,table,",",047,620L500US09047
State House District 48,House,Low-income population,3316,Income,table,",",048,620L500US09048
State House District 49,House,Low-income population,10349,Income,table,",",049,620L500US09049
State House District 50,House,Low-income population,3199,Income,table,",",050,620L500US09050
State House District 51,House,Low-income population,6011,Income,table,",",051,620L500US09051
State House District 52,House,Low-income population,4229,Income,table,",",052,620L500US09052
State House District 53,House,Low-income population,4099,Income,table,",",053,620L500US09053
State House District 54,House,Low-income population,3355,Income,table,",",054,620L500US09054
State House District 55,House,Low-income population,2043,Income,table,",",055,620L500US09055
State House District 56,House,Low-income population,6449,Income,table,",",056,620L500US09056
State House District 57,House,Low-income population,3395,Income,table,",",057,620L500US09057
State House District 58,House,Low-income population,5493,Income,table,",",058,620L500US09058
State House District 59,House,Low-income population,2769,Income,table,",",059,620L500US09059
State House District 60,House,Low-income population,3331,Income,table,",",060,620L500US09060
State House District 61,House,Low-income population,2681,Income,table,",",061,620L500US09061
State House District 62,House,Low-income population,2e3,Income,table,",",062,620L500US09062
State House District 63,House,Low-income population,5008,Income,table,",",063,620L500US09063
State House District 64,House,Low-income population,3706,Income,table,",",064,620L500US09064
State House District 65,House,Low-income population,7325,Income,table,",",065,620L500US09065
State House District 66,House,Low-income population,3554,Income,table,",",066,620L500US09066
State House District 67,House,Low-income population,3665,Income,table,",",067,620L500US09067
State House District 68,House,Low-income population,2986,Income,table,",",068,620L500US09068
State House District 69,House,Low-income population,3426,Income,table,",",069,620L500US09069
State House District 70,House,Low-income population,5366,Income,table,",",070,620L500US09070
State House District 71,House,Low-income population,6362,Income,table,",",071,620L500US09071
State House District 72,House,Low-income population,13193,Income,table,",",072,620L500US09072
State House District 73,House,Low-income population,9532,Income,table,",",073,620L500US09073
State House District 74,House,Low-income population,9412,Income,table,",",074,620L500US09074
State House District 75,House,Low-income population,14216,Income,table,",",075,620L500US09075
State House District 76,House,Low-income population,2954,Income,table,",",076,620L500US09076
State House District 77,House,Low-income population,4879,Income,table,",",077,620L500US09077
State House District 78,House,Low-income population,3867,Income,table,",",078,620L500US09078
State House District 79,House,Low-income population,7821,Income,table,",",079,620L500US09079
State House District 80,House,Low-income population,2708,Income,table,",",080,620L500US09080
State House District 81,House,Low-income population,2826,Income,table,",",081,620L500US09081
State House District 82,House,Low-income population,4041,Income,table,",",082,620L500US09082
State House District 83,House,Low-income population,4434,Income,table,",",083,620L500US09083
State House District 84,House,Low-income population,9348,Income,table,",",084,620L500US09084
State House District 85,House,Low-income population,3037,Income,table,",",085,620L500US09085
State House District 86,House,Low-income population,1941,Income,table,",",086,620L500US09086
State House District 87,House,Low-income population,2736,Income,table,",",087,620L500US09087
State House District 88,House,Low-income population,3046,Income,table,",",088,620L500US09088
State House District 89,House,Low-income population,1944,Income,table,",",089,620L500US09089
State House District 90,House,Low-income population,2319,Income,table,",",090,620L500US09090
State House District 91,House,Low-income population,4768,Income,table,",",091,620L500US09091
State House District 92,House,Low-income population,10517,Income,table,",",092,620L500US09092
State House District 93,House,Low-income population,10055,Income,table,",",093,620L500US09093
State House District 94,House,Low-income population,7734,Income,table,",",094,620L500US09094
State House District 95,House,Low-income population,17363,Income,table,",",095,620L500US09095
State House District 96,House,Low-income population,7754,Income,table,",",096,620L500US09096
State House District 97,House,Low-income population,9710,Income,table,",",097,620L500US09097
State House District 98,House,Low-income population,2436,Income,table,",",098,620L500US09098
State House District 99,House,Low-income population,5153,Income,table,",",099,620L500US09099
State House District 100,House,Low-income population,5915,Income,table,",",100,620L500US09100
State House District 101,House,Low-income population,1878,Income,table,",",101,620L500US09101
State House District 102,House,Low-income population,4133,Income,table,",",102,620L500US09102
State House District 103,House,Low-income population,1625,Income,table,",",103,620L500US09103
State House District 104,House,Low-income population,9042,Income,table,",",104,620L500US09104
State House District 105,House,Low-income population,3379,Income,table,",",105,620L500US09105
State House District 106,House,Low-income population,2353,Income,table,",",106,620L500US09106
State House District 107,House,Low-income population,2960,Income,table,",",107,620L500US09107
State House District 108,House,Low-income population,3011,Income,table,",",108,620L500US09108
State House District 109,House,Low-income population,6346,Income,table,",",109,620L500US09109
State House District 110,House,Low-income population,10153,Income,table,",",110,620L500US09110
State House District 111,House,Low-income population,1679,Income,table,",",111,620L500US09111
State House District 112,House,Low-income population,2213,Income,table,",",112,620L500US09112
State House District 113,House,Low-income population,3537,Income,table,",",113,620L500US09113
State House District 114,House,Low-income population,2620,Income,table,",",114,620L500US09114
State House District 115,House,Low-income population,7960,Income,table,",",115,620L500US09115
State House District 116,House,Low-income population,9306,Income,table,",",116,620L500US09116
State House District 117,House,Low-income population,3459,Income,table,",",117,620L500US09117
State House District 118,House,Low-income population,4910,Income,table,",",118,620L500US09118
State House District 119,House,Low-income population,2907,Income,table,",",119,620L500US09119
State House District 120,House,Low-income population,3968,Income,table,",",120,620L500US09120
State House District 121,House,Low-income population,7168,Income,table,",",121,620L500US09121
State House District 122,House,Low-income population,2950,Income,table,",",122,620L500US09122
State House District 123,House,Low-income population,2007,Income,table,",",123,620L500US09123
State House District 124,House,Low-income population,13180,Income,table,",",124,620L500US09124
State House District 125,House,Low-income population,1833,Income,table,",",125,620L500US09125
State House District 126,House,Low-income population,8223,Income,table,",",126,620L500US09126
State House District 127,House,Low-income population,7555,Income,table,",",127,620L500US09127
State House District 128,House,Low-income population,16395,Income,table,",",128,620L500US09128
State House District 129,House,Low-income population,8049,Income,table,",",129,620L500US09129
State House District 130,House,Low-income population,12958,Income,table,",",130,620L500US09130
State House District 131,House,Low-income population,4789,Income,table,",",131,620L500US09131
State House District 132,House,Low-income population,2239,Income,table,",",132,620L500US09132
State House District 133,House,Low-income population,3422,Income,table,",",133,620L500US09133
State House District 134,House,Low-income population,2013,Income,table,",",134,620L500US09134
State House District 135,House,Low-income population,1600,Income,table,",",135,620L500US09135
State House District 136,House,Low-income population,2321,Income,table,",",136,620L500US09136
State House District 137,House,Low-income population,6086,Income,table,",",137,620L500US09137
State House District 138,House,Low-income population,3440,Income,table,",",138,620L500US09138
State House District 139,House,Low-income population,5997,Income,table,",",139,620L500US09139
State House District 140,House,Low-income population,10063,Income,table,",",140,620L500US09140
State House District 141,House,Low-income population,2351,Income,table,",",141,620L500US09141
State House District 142,House,Low-income population,2145,Income,table,",",142,620L500US09142
State House District 143,House,Low-income population,2723,Income,table,",",143,620L500US09143
State House District 144,House,Low-income population,2412,Income,table,",",144,620L500US09144
State House District 145,House,Low-income population,9709,Income,table,",",145,620L500US09145
State House District 146,House,Low-income population,7164,Income,table,",",146,620L500US09146
State House District 147,House,Low-income population,2381,Income,table,",",147,620L500US09147
State House District 148,House,Low-income population,7592,Income,table,",",148,620L500US09148
State House District 149,House,Low-income population,2240,Income,table,",",149,620L500US09149
State House District 150,House,Low-income population,4593,Income,table,",",150,620L500US09150
State House District 151,House,Low-income population,2036,Income,table,",",151,620L500US09151
Connecticut,State,Low-income population,812120,Income,table,",",,Connecticut
State Senate District 1,Senate,Low-income rate,0.496,Income,map,.0%,001,610U500US09001
State Senate District 2,Senate,Low-income rate,0.356,Income,map,.0%,002,610U500US09002
State Senate District 3,Senate,Low-income rate,0.242,Income,map,.0%,003,610U500US09003
State Senate District 4,Senate,Low-income rate,0.183,Income,map,.0%,004,610U500US09004
State Senate District 5,Senate,Low-income rate,0.15,Income,map,.0%,005,610U500US09005
State Senate District 6,Senate,Low-income rate,0.363,Income,map,.0%,006,610U500US09006
State Senate District 7,Senate,Low-income rate,0.157,Income,map,.0%,007,610U500US09007
State Senate District 8,Senate,Low-income rate,0.14,Income,map,.0%,008,610U500US09008
State Senate District 9,Senate,Low-income rate,0.173,Income,map,.0%,009,610U500US09009
State Senate District 10,Senate,Low-income rate,0.505,Income,map,.0%,010,610U500US09010
State Senate District 11,Senate,Low-income rate,0.353,Income,map,.0%,011,610U500US09011
State Senate District 12,Senate,Low-income rate,0.115,Income,map,.0%,012,610U500US09012
State Senate District 13,Senate,Low-income rate,0.22,Income,map,.0%,013,610U500US09013
State Senate District 14,Senate,Low-income rate,0.178,Income,map,.0%,014,610U500US09014
State Senate District 15,Senate,Low-income rate,0.47,Income,map,.0%,015,610U500US09015
State Senate District 16,Senate,Low-income rate,0.178,Income,map,.0%,016,610U500US09016
State Senate District 17,Senate,Low-income rate,0.232,Income,map,.0%,017,610U500US09017
State Senate District 18,Senate,Low-income rate,0.232,Income,map,.0%,018,610U500US09018
State Senate District 19,Senate,Low-income rate,0.224,Income,map,.0%,019,610U500US09019
State Senate District 20,Senate,Low-income rate,0.234,Income,map,.0%,020,610U500US09020
State Senate District 21,Senate,Low-income rate,0.158,Income,map,.0%,021,610U500US09021
State Senate District 22,Senate,Low-income rate,0.226,Income,map,.0%,022,610U500US09022
State Senate District 23,Senate,Low-income rate,0.536,Income,map,.0%,023,610U500US09023
State Senate District 24,Senate,Low-income rate,0.24,Income,map,.0%,024,610U500US09024
State Senate District 25,Senate,Low-income rate,0.214,Income,map,.0%,025,610U500US09025
State Senate District 26,Senate,Low-income rate,0.094,Income,map,.0%,026,610U500US09026
State Senate District 27,Senate,Low-income rate,0.253,Income,map,.0%,027,610U500US09027
State Senate District 28,Senate,Low-income rate,0.107,Income,map,.0%,028,610U500US09028
State Senate District 29,Senate,Low-income rate,0.316,Income,map,.0%,029,610U500US09029
State Senate District 30,Senate,Low-income rate,0.175,Income,map,.0%,030,610U500US09030
State Senate District 31,Senate,Low-income rate,0.221,Income,map,.0%,031,610U500US09031
State Senate District 32,Senate,Low-income rate,0.142,Income,map,.0%,032,610U500US09032
State Senate District 33,Senate,Low-income rate,0.158,Income,map,.0%,033,610U500US09033
State Senate District 34,Senate,Low-income rate,0.149,Income,map,.0%,034,610U500US09034
State Senate District 35,Senate,Low-income rate,0.178,Income,map,.0%,035,610U500US09035
State Senate District 36,Senate,Low-income rate,0.119,Income,map,.0%,036,610U500US09036
State House District 1,House,Low-income rate,0.545,Income,map,.0%,001,620L500US09001
State House District 2,House,Low-income rate,0.15,Income,map,.0%,002,620L500US09002
State House District 3,House,Low-income rate,0.65,Income,map,.0%,003,620L500US09003
State House District 4,House,Low-income rate,0.62,Income,map,.0%,004,620L500US09004
State House District 5,House,Low-income rate,0.383,Income,map,.0%,005,620L500US09005
State House District 6,House,Low-income rate,0.49,Income,map,.0%,006,620L500US09006
State House District 7,House,Low-income rate,0.536,Income,map,.0%,007,620L500US09007
State House District 8,House,Low-income rate,0.129,Income,map,.0%,008,620L500US09008
State House District 9,House,Low-income rate,0.275,Income,map,.0%,009,620L500US09009
State House District 10,House,Low-income rate,0.366,Income,map,.0%,010,620L500US09010
State House District 11,House,Low-income rate,0.314,Income,map,.0%,011,620L500US09011
State House District 12,House,Low-income rate,0.233,Income,map,.0%,012,620L500US09012
State House District 13,House,Low-income rate,0.232,Income,map,.0%,013,620L500US09013
State House District 14,House,Low-income rate,0.095,Income,map,.0%,014,620L500US09014
State House District 15,House,Low-income rate,0.163,Income,map,.0%,015,620L500US09015
State House District 16,House,Low-income rate,0.094,Income,map,.0%,016,620L500US09016
State House District 17,House,Low-income rate,0.067,Income,map,.0%,017,620L500US09017
State House District 18,House,Low-income rate,0.16,Income,map,.0%,018,620L500US09018
State House District 19,House,Low-income rate,0.094,Income,map,.0%,019,620L500US09019
State House District 20,House,Low-income rate,0.243,Income,map,.0%,020,620L500US09020
State House District 21,House,Low-income rate,0.132,Income,map,.0%,021,620L500US09021
State House District 22,House,Low-income rate,0.267,Income,map,.0%,022,620L500US09022
State House District 23,House,Low-income rate,0.175,Income,map,.0%,023,620L500US09023
State House District 24,House,Low-income rate,0.357,Income,map,.0%,024,620L500US09024
State House District 25,House,Low-income rate,0.61,Income,map,.0%,025,620L500US09025
State House District 26,House,Low-income rate,0.324,Income,map,.0%,026,620L500US09026
State House District 27,House,Low-income rate,0.151,Income,map,.0%,027,620L500US09027
State House District 28,House,Low-income rate,0.141,Income,map,.0%,028,620L500US09028
State House District 29,House,Low-income rate,0.138,Income,map,.0%,029,620L500US09029
State House District 30,House,Low-income rate,0.115,Income,map,.0%,030,620L500US09030
State House District 31,House,Low-income rate,0.082,Income,map,.0%,031,620L500US09031
State House District 32,House,Low-income rate,0.133,Income,map,.0%,032,620L500US09032
State House District 33,House,Low-income rate,0.203,Income,map,.0%,033,620L500US09033
State House District 34,House,Low-income rate,0.142,Income,map,.0%,034,620L500US09034
State House District 35,House,Low-income rate,0.174,Income,map,.0%,035,620L500US09035
State House District 36,House,Low-income rate,0.137,Income,map,.0%,036,620L500US09036
State House District 37,House,Low-income rate,0.103,Income,map,.0%,037,620L500US09037
State House District 38,House,Low-income rate,0.173,Income,map,.0%,038,620L500US09038
State House District 39,House,Low-income rate,0.54,Income,map,.0%,039,620L500US09039
State House District 40,House,Low-income rate,0.2,Income,map,.0%,040,620L500US09040
State House District 41,House,Low-income rate,0.269,Income,map,.0%,041,620L500US09041
State House District 42,House,Low-income rate,0.176,Income,map,.0%,042,620L500US09042
State House District 43,House,Low-income rate,0.178,Income,map,.0%,043,620L500US09043
State House District 44,House,Low-income rate,0.255,Income,map,.0%,044,620L500US09044
State House District 45,House,Low-income rate,0.254,Income,map,.0%,045,620L500US09045
State House District 46,House,Low-income rate,0.368,Income,map,.0%,046,620L500US09046
State House District 47,House,Low-income rate,0.171,Income,map,.0%,047,620L500US09047
State House District 48,House,Low-income rate,0.141,Income,map,.0%,048,620L500US09048
State House District 49,House,Low-income rate,0.512,Income,map,.0%,049,620L500US09049
State House District 50,House,Low-income rate,0.145,Income,map,.0%,050,620L500US09050
State House District 51,House,Low-income rate,0.261,Income,map,.0%,051,620L500US09051
State House District 52,House,Low-income rate,0.202,Income,map,.0%,052,620L500US09052
State House District 53,House,Low-income rate,0.171,Income,map,.0%,053,620L500US09053
State House District 54,House,Low-income rate,0.336,Income,map,.0%,054,620L500US09054
State House District 55,House,Low-income rate,0.085,Income,map,.0%,055,620L500US09055
State House District 56,House,Low-income rate,0.27,Income,map,.0%,056,620L500US09056
State House District 57,House,Low-income rate,0.14,Income,map,.0%,057,620L500US09057
State House District 58,House,Low-income rate,0.231,Income,map,.0%,058,620L500US09058
State House District 59,House,Low-income rate,0.138,Income,map,.0%,059,620L500US09059
State House District 60,House,Low-income rate,0.147,Income,map,.0%,060,620L500US09060
State House District 61,House,Low-income rate,0.13,Income,map,.0%,061,620L500US09061
State House District 62,House,Low-income rate,0.084,Income,map,.0%,062,620L500US09062
State House District 63,House,Low-income rate,0.224,Income,map,.0%,063,620L500US09063
State House District 64,House,Low-income rate,0.174,Income,map,.0%,064,620L500US09064
State House District 65,House,Low-income rate,0.331,Income,map,.0%,065,620L500US09065
State House District 66,House,Low-income rate,0.157,Income,map,.0%,066,620L500US09066
State House District 67,House,Low-income rate,0.158,Income,map,.0%,067,620L500US09067
State House District 68,House,Low-income rate,0.13,Income,map,.0%,068,620L500US09068
State House District 69,House,Low-income rate,0.145,Income,map,.0%,069,620L500US09069
State House District 70,House,Low-income rate,0.234,Income,map,.0%,070,620L500US09070
State House District 71,House,Low-income rate,0.284,Income,map,.0%,071,620L500US09071
State House District 72,House,Low-income rate,0.557,Income,map,.0%,072,620L500US09072
State House District 73,House,Low-income rate,0.399,Income,map,.0%,073,620L500US09073
State House District 74,House,Low-income rate,0.392,Income,map,.0%,074,620L500US09074
State House District 75,House,Low-income rate,0.676,Income,map,.0%,075,620L500US09075
State House District 76,House,Low-income rate,0.122,Income,map,.0%,076,620L500US09076
State House District 77,House,Low-income rate,0.205,Income,map,.0%,077,620L500US09077
State House District 78,House,Low-income rate,0.163,Income,map,.0%,078,620L500US09078
State House District 79,House,Low-income rate,0.326,Income,map,.0%,079,620L500US09079
State House District 80,House,Low-income rate,0.119,Income,map,.0%,080,620L500US09080
State House District 81,House,Low-income rate,0.124,Income,map,.0%,081,620L500US09081
State House District 82,House,Low-income rate,0.174,Income,map,.0%,082,620L500US09082
State House District 83,House,Low-income rate,0.17,Income,map,.0%,083,620L500US09083
State House District 84,House,Low-income rate,0.463,Income,map,.0%,084,620L500US09084
State House District 85,House,Low-income rate,0.139,Income,map,.0%,085,620L500US09085
State House District 86,House,Low-income rate,0.085,Income,map,.0%,086,620L500US09086
State House District 87,House,Low-income rate,0.115,Income,map,.0%,087,620L500US09087
State House District 88,House,Low-income rate,0.163,Income,map,.0%,088,620L500US09088
State House District 89,House,Low-income rate,0.084,Income,map,.0%,089,620L500US09089
State House District 90,House,Low-income rate,0.101,Income,map,.0%,090,620L500US09090
State House District 91,House,Low-income rate,0.187,Income,map,.0%,091,620L500US09091
State House District 92,House,Low-income rate,0.426,Income,map,.0%,092,620L500US09092
State House District 93,House,Low-income rate,0.554,Income,map,.0%,093,620L500US09093
State House District 94,House,Low-income rate,0.364,Income,map,.0%,094,620L500US09094
State House District 95,House,Low-income rate,0.69,Income,map,.0%,095,620L500US09095
State House District 96,House,Low-income rate,0.31,Income,map,.0%,096,620L500US09096
State House District 97,House,Low-income rate,0.409,Income,map,.0%,097,620L500US09097
State House District 98,House,Low-income rate,0.108,Income,map,.0%,098,620L500US09098
State House District 99,House,Low-income rate,0.22,Income,map,.0%,099,620L500US09099
State House District 100,House,Low-income rate,0.27,Income,map,.0%,100,620L500US09100
State House District 101,House,Low-income rate,0.081,Income,map,.0%,101,620L500US09101
State House District 102,House,Low-income rate,0.181,Income,map,.0%,102,620L500US09102
State House District 103,House,Low-income rate,0.081,Income,map,.0%,103,620L500US09103
State House District 104,House,Low-income rate,0.369,Income,map,.0%,104,620L500US09104
State House District 105,House,Low-income rate,0.144,Income,map,.0%,105,620L500US09105
State House District 106,House,Low-income rate,0.103,Income,map,.0%,106,620L500US09106
State House District 107,House,Low-income rate,0.117,Income,map,.0%,107,620L500US09107
State House District 108,House,Low-income rate,0.134,Income,map,.0%,108,620L500US09108
State House District 109,House,Low-income rate,0.261,Income,map,.0%,109,620L500US09109
State House District 110,House,Low-income rate,0.419,Income,map,.0%,110,620L500US09110
State House District 111,House,Low-income rate,0.071,Income,map,.0%,111,620L500US09111
State House District 112,House,Low-income rate,0.096,Income,map,.0%,112,620L500US09112
State House District 113,House,Low-income rate,0.151,Income,map,.0%,113,620L500US09113
State House District 114,House,Low-income rate,0.117,Income,map,.0%,114,620L500US09114
State House District 115,House,Low-income rate,0.355,Income,map,.0%,115,620L500US09115
State House District 116,House,Low-income rate,0.457,Income,map,.0%,116,620L500US09116
State House District 117,House,Low-income rate,0.151,Income,map,.0%,117,620L500US09117
State House District 118,House,Low-income rate,0.211,Income,map,.0%,118,620L500US09118
State House District 119,House,Low-income rate,0.126,Income,map,.0%,119,620L500US09119
State House District 120,House,Low-income rate,0.166,Income,map,.0%,120,620L500US09120
State House District 121,House,Low-income rate,0.312,Income,map,.0%,121,620L500US09121
State House District 122,House,Low-income rate,0.123,Income,map,.0%,122,620L500US09122
State House District 123,House,Low-income rate,0.086,Income,map,.0%,123,620L500US09123
State House District 124,House,Low-income rate,0.54,Income,map,.0%,124,620L500US09124
State House District 125,House,Low-income rate,0.078,Income,map,.0%,125,620L500US09125
State House District 126,House,Low-income rate,0.35,Income,map,.0%,126,620L500US09126
State House District 127,House,Low-income rate,0.303,Income,map,.0%,127,620L500US09127
State House District 128,House,Low-income rate,0.648,Income,map,.0%,128,620L500US09128
State House District 129,House,Low-income rate,0.37,Income,map,.0%,129,620L500US09129
State House District 130,House,Low-income rate,0.58,Income,map,.0%,130,620L500US09130
State House District 131,House,Low-income rate,0.196,Income,map,.0%,131,620L500US09131
State House District 132,House,Low-income rate,0.095,Income,map,.0%,132,620L500US09132
State House District 133,House,Low-income rate,0.16,Income,map,.0%,133,620L500US09133
State House District 134,House,Low-income rate,0.091,Income,map,.0%,134,620L500US09134
State House District 135,House,Low-income rate,0.068,Income,map,.0%,135,620L500US09135
State House District 136,House,Low-income rate,0.092,Income,map,.0%,136,620L500US09136
State House District 137,House,Low-income rate,0.252,Income,map,.0%,137,620L500US09137
State House District 138,House,Low-income rate,0.146,Income,map,.0%,138,620L500US09138
State House District 139,House,Low-income rate,0.252,Income,map,.0%,139,620L500US09139
State House District 140,House,Low-income rate,0.414,Income,map,.0%,140,620L500US09140
State House District 141,House,Low-income rate,0.097,Income,map,.0%,141,620L500US09141
State House District 142,House,Low-income rate,0.083,Income,map,.0%,142,620L500US09142
State House District 143,House,Low-income rate,0.111,Income,map,.0%,143,620L500US09143
State House District 144,House,Low-income rate,0.103,Income,map,.0%,144,620L500US09144
State House District 145,House,Low-income rate,0.413,Income,map,.0%,145,620L500US09145
State House District 146,House,Low-income rate,0.26,Income,map,.0%,146,620L500US09146
State House District 147,House,Low-income rate,0.103,Income,map,.0%,147,620L500US09147
State House District 148,House,Low-income rate,0.314,Income,map,.0%,148,620L500US09148
State House District 149,House,Low-income rate,0.1,Income,map,.0%,149,620L500US09149
State House District 150,House,Low-income rate,0.191,Income,map,.0%,150,620L500US09150
State House District 151,House,Low-income rate,0.088,Income,map,.0%,151,620L500US09151
Connecticut,State,Low-income rate,0.233,Income,map,.0%,,Connecticut
State Senate District 1,Senate,"Under 18, poverty status known",23073,Income by age: children,table,",",001,610U500US09001
State Senate District 2,Senate,"Under 18, poverty status known",19799,Income by age: children,table,",",002,610U500US09002
State Senate District 3,Senate,"Under 18, poverty status known",21538,Income by age: children,table,",",003,610U500US09003
State Senate District 4,Senate,"Under 18, poverty status known",22918,Income by age: children,table,",",004,610U500US09004
State Senate District 5,Senate,"Under 18, poverty status known",21153,Income by age: children,table,",",005,610U500US09005
State Senate District 6,Senate,"Under 18, poverty status known",21580,Income by age: children,table,",",006,610U500US09006
State Senate District 7,Senate,"Under 18, poverty status known",19388,Income by age: children,table,",",007,610U500US09007
State Senate District 8,Senate,"Under 18, poverty status known",21552,Income by age: children,table,",",008,610U500US09008
State Senate District 9,Senate,"Under 18, poverty status known",18964,Income by age: children,table,",",009,610U500US09009
State Senate District 10,Senate,"Under 18, poverty status known",21807,Income by age: children,table,",",010,610U500US09010
State Senate District 11,Senate,"Under 18, poverty status known",17894,Income by age: children,table,",",011,610U500US09011
State Senate District 12,Senate,"Under 18, poverty status known",19411,Income by age: children,table,",",012,610U500US09012
State Senate District 13,Senate,"Under 18, poverty status known",18260,Income by age: children,table,",",013,610U500US09013
State Senate District 14,Senate,"Under 18, poverty status known",17903,Income by age: children,table,",",014,610U500US09014
State Senate District 15,Senate,"Under 18, poverty status known",25520,Income by age: children,table,",",015,610U500US09015
State Senate District 16,Senate,"Under 18, poverty status known",22146,Income by age: children,table,",",016,610U500US09016
State Senate District 17,Senate,"Under 18, poverty status known",21769,Income by age: children,table,",",017,610U500US09017
State Senate District 18,Senate,"Under 18, poverty status known",20339,Income by age: children,table,",",018,610U500US09018
State Senate District 19,Senate,"Under 18, poverty status known",21167,Income by age: children,table,",",019,610U500US09019
State Senate District 20,Senate,"Under 18, poverty status known",18461,Income by age: children,table,",",020,610U500US09020
State Senate District 21,Senate,"Under 18, poverty status known",19952,Income by age: children,table,",",021,610U500US09021
State Senate District 22,Senate,"Under 18, poverty status known",22290,Income by age: children,table,",",022,610U500US09022
State Senate District 23,Senate,"Under 18, poverty status known",25064,Income by age: children,table,",",023,610U500US09023
State Senate District 24,Senate,"Under 18, poverty status known",22585,Income by age: children,table,",",024,610U500US09024
State Senate District 25,Senate,"Under 18, poverty status known",22689,Income by age: children,table,",",025,610U500US09025
State Senate District 26,Senate,"Under 18, poverty status known",29703,Income by age: children,table,",",026,610U500US09026
State Senate District 27,Senate,"Under 18, poverty status known",23134,Income by age: children,table,",",027,610U500US09027
State Senate District 28,Senate,"Under 18, poverty status known",26168,Income by age: children,table,",",028,610U500US09028
State Senate District 29,Senate,"Under 18, poverty status known",17473,Income by age: children,table,",",029,610U500US09029
State Senate District 30,Senate,"Under 18, poverty status known",18114,Income by age: children,table,",",030,610U500US09030
State Senate District 31,Senate,"Under 18, poverty status known",20195,Income by age: children,table,",",031,610U500US09031
State Senate District 32,Senate,"Under 18, poverty status known",19629,Income by age: children,table,",",032,610U500US09032
State Senate District 33,Senate,"Under 18, poverty status known",20067,Income by age: children,table,",",033,610U500US09033
State Senate District 34,Senate,"Under 18, poverty status known",17689,Income by age: children,table,",",034,610U500US09034
State Senate District 35,Senate,"Under 18, poverty status known",19942,Income by age: children,table,",",035,610U500US09035
State Senate District 36,Senate,"Under 18, poverty status known",24514,Income by age: children,table,",",036,610U500US09036
State House District 1,House,"Under 18, poverty status known",5015,Income by age: children,table,",",001,620L500US09001
State House District 2,House,"Under 18, poverty status known",5192,Income by age: children,table,",",002,620L500US09002
State House District 3,House,"Under 18, poverty status known",5905,Income by age: children,table,",",003,620L500US09003
